id,date,time,A,B,C,D,E,F,G,H
112031,1/8/2022,2:40:01,1899,748,1951,751,1592,756,11923,1522
112032,1/8/2022,2:50:09,1901,747,1951,750,1592,752,11920,1519
112033,1/8/2022,3:20:04,1901,747,1951,749,1592,754,11903,1523
112034,1/8/2022,3:40:02,1898,751,1948,751,1592,756,11909,1523
112035,1/8/2022,3:50:09,1898,747,1950,748,1592,756,11927,1520
112036,1/8/2022,4:10:00,1901,748,1951,751,1596,756,11887,1523
112037,1/8/2022,4:20:02,1900,747,1948,748,1595,755,11893,1523
112038,1/8/2022,4:40:00,1899,747,1948,749,1593,756,11920,1523
112039,1/8/2022,4:50:06,1901,747,1951,751,1596,753,11919,1524
112040,1/8/2022,5:10:01,1900,747,1951,751,1596,754,11906,1524
112041,1/8/2022,5:20:09,1900,747,1951,751,1596,754,11905,1525
112042,1/8/2022,5:30:20,0,0,0,0,0,0,0,0
112043,1/8/2022,5:40:01,1900,749,1949,751,1601,756,11892,1525
112044,1/8/2022,5:50:08,1898,747,1951,749,1597,754,11888,1524
112045,1/8/2022,6:10:03,1901,747,1951,751,1601,756,11931,1524
112046,1/8/2022,6:20:01,1901,748,1950,749,1601,752,11930,1524
112047,1/8/2022,6:40:01,1897,747,1950,751,1601,754,11917,1524
112048,1/8/2022,6:50:00,1898,747,1951,751,1601,756,11929,1525
112049,1/8/2022,7:10:03,1898,747,1951,751,1601,756,11887,1524
112050,1/8/2022,7:20:00,1897,747,1947,749,1601,756,11901,1526
112051,1/8/2022,7:40:02,1898,747,1949,749,1601,755,11917,1528
112052,1/8/2022,7:50:08,1899,747,1951,751,1599,756,11920,1526
112053,1/8/2022,8:20:07,1900,747,1949,751,1594,752,11936,1515
112054,1/8/2022,8:40:01,1898,747,1950,751,1589,755,11905,1509
112055,1/8/2022,9:10:01,1901,747,1951,751,1583,752,11925,1499
112056,1/8/2022,9:20:00,1901,747,1948,751,1579,755,11940,1499
112057,1/8/2022,9:40:06,1899,747,1949,749,1573,754,11928,1492
112058,1/8/2022,9:50:09,1901,747,1951,751,1573,753,11928,1489
112059,1/8/2022,10:10:03,1901,747,1951,750,1574,753,11938,1489
112060,1/8/2022,10:40:04,1901,747,1951,748,1573,755,11927,1484
112061,1/8/2022,10:50:01,1901,747,1951,751,1572,756,11933,1484
112062,1/8/2022,11:10:00,1901,747,1951,751,1570,756,11938,1483
112063,1/8/2022,11:20:00,0,0,0,0,0,0,0,0
112064,1/8/2022,11:40:00,1906,747,1952,751,1564,754,11974,1483
112065,1/8/2022,11:50:00,1904,747,1952,751,1567,755,11948,1479
112066,1/8/2022,12:10:01,1906,747,1955,749,1561,756,11993,1477
112067,1/8/2022,12:20:09,1906,747,1955,749,1562,754,11985,1476
112068,1/8/2022,12:40:01,1906,747,1955,749,1562,756,11970,1476
112069,1/8/2022,13:10:04,1906,747,1955,750,1563,756,11969,1477
112070,1/8/2022,13:20:03,1906,747,1955,751,1563,755,11942,1475
112071,1/8/2022,13:40:01,1906,747,1958,751,1562,752,11969,1474
112072,1/8/2022,13:50:00,1906,747,1956,751,1562,756,11943,1469
112073,1/8/2022,14:10:04,1906,747,1958,750,1567,756,11942,1469
112074,1/8/2022,14:20:00,1906,747,1957,750,1567,756,11969,1462
112075,1/8/2022,14:40:00,1906,747,1960,750,1557,755,11942,1450
112076,1/8/2022,14:50:00,1906,747,1960,750,1562,753,11950,1454
112077,1/8/2022,15:10:05,1909,747,1960,749,1553,755,11942,1464
112078,1/8/2022,15:20:00,1911,747,1960,747,1552,752,11942,1467
112079,1/8/2022,15:40:04,1911,747,1962,749,1551,756,11989,1474
112080,1/8/2022,15:50:00,1909,747,1965,750,1548,756,11953,1474
112081,1/8/2022,16:10:02,1911,747,1961,751,1552,756,11990,1477
112082,1/8/2022,16:40:01,1910,747,1965,751,1551,752,11981,1483
112083,1/8/2022,16:50:01,1911,747,1965,748,1552,755,11952,1483
112084,1/8/2022,17:10:00,1910,747,1965,748,1552,754,11942,1484
112085,1/8/2022,17:20:01,1911,747,1963,748,1554,754,11942,1488
112086,1/8/2022,17:40:01,1909,747,1962,750,1556,756,11917,1493
112087,1/8/2022,17:50:00,0,0,0,0,0,0,0,0
112088,1/8/2022,18:10:00,1910,747,1965,751,1557,755,11905,1495
112089,1/8/2022,18:20:01,1911,747,1965,751,1558,755,11914,1498
112090,1/8/2022,18:40:07,1910,747,1965,749,1562,754,11912,1498
112091,1/8/2022,18:50:00,1910,747,1965,750,1562,756,11914,1500
112092,1/8/2022,19:10:01,1910,747,1965,747,1562,756,11936,1503
112093,1/8/2022,19:20:00,1911,747,1965,751,1562,756,11941,0
112094,1/8/2022,19:40:02,1910,747,1965,750,1565,756,11896,1504
112095,1/8/2022,19:50:00,1910,747,1965,747,1566,756,11928,1505
112096,1/8/2022,20:10:01,1909,747,1965,751,1567,754,11925,1508
112097,1/8/2022,20:20:08,1911,747,1965,751,1567,756,11917,1507
112098,1/8/2022,20:40:00,1910,747,1965,751,1577,755,11910,1508
112099,1/8/2022,20:50:06,1911,747,1965,750,1578,756,11914,1507
112100,1/8/2022,21:10:01,1911,747,1964,751,1578,756,11891,1508
112101,1/8/2022,21:20:00,1911,750,1964,751,1578,754,11899,1508
112102,1/8/2022,21:40:01,1911,747,1965,751,1582,756,11926,1505
112103,1/8/2022,21:50:00,1910,748,1965,751,1582,754,11918,1508
112104,1/8/2022,22:10:00,1909,747,1965,751,1582,755,11899,1505
112105,1/8/2022,22:20:00,1911,747,1962,748,1582,756,11924,1508
112106,1/8/2022,22:40:01,1911,750,1965,751,1585,755,11937,1508
112107,1/8/2022,23:20:01,1911,750,1965,751,1585,755,11896,1506
112108,1/8/2022,23:50:00,1911,751,1965,751,1587,755,11923,1505
112109,1/9/2022,0:10:00,1911,747,1964,751,1587,753,11920,1508
112110,1/9/2022,0:20:00,1911,748,1965,749,1588,754,11915,1508
112111,1/9/2022,0:40:03,1911,748,1964,749,1591,756,11900,1508
112112,1/9/2022,0:50:00,1911,748,1962,751,1590,756,11906,1508
112113,1/9/2022,1:10:01,1911,749,1965,751,1590,756,11930,1508
112114,1/9/2022,1:20:01,1911,748,1963,751,1592,757,11891,1508
112115,1/9/2022,1:40:00,1911,749,1961,751,1592,755,11906,1508
112116,1/9/2022,1:50:09,1911,750,1962,750,1592,756,11890,1508
112117,1/9/2022,2:00:28,0,0,0,0,0,0,0,0
112118,1/9/2022,2:10:01,1911,750,1963,751,1592,756,11930,1508
112119,1/9/2022,2:20:00,1911,747,1965,751,1596,753,11908,1508
112120,1/9/2022,2:30:27,0,0,0,0,0,0,0,0
112121,1/9/2022,2:40:04,1911,751,1965,751,1596,752,11918,1509
112122,1/9/2022,2:50:00,1911,748,1964,751,1593,756,11897,1511
112123,1/9/2022,3:10:00,1911,747,1965,751,1594,756,11898,1510
112124,1/9/2022,3:20:00,1911,751,1965,751,1593,755,11933,1513
112125,1/9/2022,3:40:02,1911,750,1965,751,1593,756,11895,1510
112126,1/9/2022,3:50:00,1911,747,1964,751,1596,757,11901,1511
112127,1/9/2022,4:00:25,0,0,0,0,0,0,0,0
112128,1/9/2022,4:10:00,1911,747,1963,751,1596,756,11920,1513
112129,1/9/2022,4:20:00,1911,747,1963,751,1596,756,11906,1511
112130,1/9/2022,4:30:27,0,0,0,0,0,0,0,0
112131,1/9/2022,4:40:05,1911,751,1965,751,1596,753,11894,1513
112132,1/9/2022,4:50:02,1911,748,1964,751,1596,756,11893,1513
112133,1/9/2022,5:10:00,1911,748,1965,751,1597,759,11895,1512
112134,1/9/2022,5:20:03,1911,748,1965,751,1597,756,11919,1513
112135,1/9/2022,5:30:27,0,0,0,0,0,0,0,0
112136,1/9/2022,5:40:00,1911,747,1963,751,1601,756,11914,1513
112137,1/9/2022,5:50:01,1911,747,1961,751,1600,754,11898,1513
112138,1/9/2022,6:00:25,0,0,0,0,0,0,0,0
112139,1/9/2022,6:10:00,1911,747,1965,749,1601,753,11898,1513
112140,1/9/2022,6:20:00,1911,749,1965,751,1601,756,11906,1513
112141,1/9/2022,6:30:10,0,0,0,0,0,0,0,0
112142,1/9/2022,6:40:02,1911,747,1965,750,1604,756,11892,1513
112143,1/9/2022,6:50:01,1911,747,1965,749,1602,756,11928,1513
112144,1/9/2022,7:00:27,0,0,0,0,0,0,0,0
112145,1/9/2022,7:10:07,1911,747,1965,751,1602,756,11900,1514
112146,1/9/2022,7:20:00,1911,747,1963,751,1602,756,11938,1514
112147,1/9/2022,7:30:26,0,0,0,0,0,0,0,0
112148,1/9/2022,7:40:00,1911,747,1963,751,1602,756,11893,1509
112149,1/9/2022,7:50:00,1911,747,1965,751,1601,752,11901,1509
112150,1/9/2022,8:00:27,0,0,0,0,0,0,0,0
112151,1/9/2022,8:10:01,1911,747,1965,751,1595,756,11928,1504
112152,1/9/2022,8:20:01,1911,747,1964,751,1593,755,11933,1500
112153,1/9/2022,8:40:01,1911,747,1965,750,1588,756,11900,1499
112154,1/9/2022,8:50:00,1911,747,1965,750,1587,752,11940,1497
112155,1/9/2022,9:00:25,0,0,0,0,0,0,0,0
112156,1/9/2022,9:10:00,1911,747,1965,750,1578,754,11929,1489
112157,1/9/2022,9:20:00,1911,747,1965,749,1575,755,11934,1489
112158,1/9/2022,9:30:28,0,0,0,0,0,0,0,0
112159,1/9/2022,9:40:00,1912,747,1965,751,1565,753,11939,1483
112160,1/9/2022,9:50:00,1912,747,1965,751,1567,755,11903,1484
112161,1/9/2022,10:00:01,1912,747,1963,747,1567,756,11939,1484
112162,1/9/2022,10:10:08,1915,747,1965,751,1563,753,11902,1481
112163,1/9/2022,10:20:01,1913,747,1965,750,1563,755,11910,1480
112164,1/9/2022,10:30:27,0,0,0,0,0,0,0,0
112165,1/9/2022,10:40:00,1916,747,1965,750,1563,755,11940,1477
112166,1/9/2022,10:50:01,1916,747,1965,747,1563,755,11941,0
112167,1/9/2022,11:00:27,0,0,0,0,0,0,0,0
112168,1/9/2022,11:10:03,1918,747,1965,749,1562,755,11941,0
112169,1/9/2022,11:20:00,1917,747,1965,748,1562,756,11935,1477
112170,1/9/2022,11:30:26,0,0,0,0,0,0,0,0
112171,1/9/2022,11:40:03,1912,747,1965,751,1562,756,11949,1478
112172,1/9/2022,11:50:07,1907,747,1965,749,1562,756,11948,1475
112173,1/9/2022,12:00:27,0,0,0,0,0,0,0,0
112174,1/9/2022,12:10:05,1885,747,1961,749,1561,754,11964,1475
112175,1/9/2022,12:20:01,1878,747,1956,748,1558,753,11986,1475
112176,1/9/2022,12:30:00,1870,747,1956,751,1558,756,11950,1474
112177,1/9/2022,12:40:00,1865,746,1952,747,1558,754,11942,1474
112178,1/9/2022,12:50:04,1859,746,1952,749,1558,753,11969,1474
112179,1/9/2022,13:00:26,0,0,0,0,0,0,0,0
112180,1/9/2022,13:10:09,1851,746,1947,747,1561,755,11942,1470
112181,1/9/2022,13:20:01,1848,746,1946,749,1562,754,11943,1474
112182,1/9/2022,13:30:02,1843,746,1943,747,1558,756,11942,1473
112183,1/9/2022,13:40:00,1839,746,1942,749,1562,755,11942,1474
112184,1/9/2022,14:10:00,1829,744,1937,747,1537,754,11942,1464
112185,1/9/2022,14:20:00,1828,746,1934,747,1547,755,11942,1460
112186,1/9/2022,14:30:27,0,0,0,0,0,0,0,0
112187,1/9/2022,14:40:02,1819,746,1932,747,1557,754,11942,1453
112188,1/9/2022,14:50:00,1819,745,1932,747,1556,754,11970,1450
112189,1/9/2022,15:00:28,0,0,0,0,0,0,0,0
112190,1/9/2022,15:10:04,1811,744,1928,747,1552,755,11942,1464
112191,1/9/2022,15:20:00,1809,742,1927,747,1552,753,11942,1465
112192,1/9/2022,15:30:25,0,0,0,0,0,0,0,0
112193,1/9/2022,15:40:05,1809,746,1927,747,1553,756,11980,1469
112194,1/9/2022,15:50:01,1804,743,1925,747,1553,756,11943,1469
112195,1/9/2022,16:00:27,0,0,0,0,0,0,0,0
112196,1/9/2022,16:10:07,1803,745,1922,747,1552,753,11947,1474
112197,1/9/2022,16:20:00,1801,746,1922,747,1554,755,11956,1474
112198,1/9/2022,16:30:27,0,0,0,0,0,0,0,0
112199,1/9/2022,16:40:01,1799,743,1917,747,1557,754,11944,1478
112200,1/9/2022,17:00:29,0,0,0,0,0,0,0,0
112201,1/9/2022,17:10:07,1794,745,1917,747,1558,755,11938,1479
112202,1/9/2022,17:30:30,0,0,0,0,0,0,0,0
112203,1/9/2022,17:40:03,1790,742,1913,747,1562,753,11928,1488
112204,1/9/2022,17:50:01,1793,746,1912,747,1563,755,11914,1488
112205,1/9/2022,18:00:27,0,0,0,0,0,0,0,0
112206,1/9/2022,18:10:03,1789,743,1912,747,1563,753,11934,1493
112207,1/9/2022,18:20:00,1789,746,1912,747,1563,752,11929,1493
112208,1/9/2022,18:30:19,0,0,0,0,0,0,0,0
112209,1/9/2022,18:40:02,1789,746,1908,747,1567,755,11929,1493
112210,1/9/2022,18:50:01,1789,746,1910,747,1570,753,11938,1495
112211,1/9/2022,19:00:25,0,0,0,0,0,0,0,0
112212,1/9/2022,19:10:00,1787,746,1907,749,1568,756,11921,1496
112213,1/9/2022,19:20:03,1788,744,1910,747,1572,752,11939,1498
112214,1/9/2022,19:30:26,0,0,0,0,0,0,0,0
112215,1/9/2022,19:40:08,1788,746,1907,747,1572,754,11935,1498
112216,1/9/2022,19:50:00,1788,746,1907,747,1577,754,11930,1503
112217,1/9/2022,20:00:31,0,0,0,0,0,0,0,0
112218,1/9/2022,20:10:00,1786,746,1907,747,1575,753,11908,1503
112219,1/9/2022,20:20:05,1788,746,1906,749,1573,755,11924,1503
112220,1/9/2022,20:40:00,1788,746,1902,747,1577,754,11914,1503
112221,1/9/2022,20:50:00,1788,746,1905,748,1577,752,11936,1503
112222,1/9/2022,21:00:27,0,0,0,0,0,0,0,0
112223,1/9/2022,21:10:05,1788,746,1904,747,1578,755,11925,1503
112224,1/9/2022,21:20:00,1784,746,1904,748,1578,755,11908,1508
112225,1/9/2022,21:30:18,0,0,0,0,0,0,0,0
112226,1/9/2022,22:20:04,1784,746,1903,750,1581,756,11897,1504
112227,1/9/2022,22:40:00,1784,746,1902,748,1582,756,11890,1506
112228,1/9/2022,22:50:01,1784,746,1902,750,1582,753,11902,1508
112229,1/9/2022,23:10:00,1784,746,1902,749,1582,754,11916,1507
112230,1/9/2022,23:20:00,1784,746,1902,748,1582,755,11918,1507
112231,1/9/2022,23:40:04,1784,746,1902,749,1582,755,11913,1507
112232,1/9/2022,23:50:07,1786,746,1902,751,1582,755,11900,1507
112233,1/10/2022,0:10:00,1784,746,1902,750,1582,756,11899,1505
112234,1/10/2022,0:20:09,1784,746,1902,749,1584,756,11911,1505
112235,1/10/2022,0:40:00,1784,746,1899,750,1583,756,11901,1507
112236,1/10/2022,0:50:00,1784,746,1901,750,1583,756,11891,1507
112237,1/10/2022,1:10:00,1784,746,1901,750,1586,753,11914,1506
112238,1/10/2022,1:20:07,1784,746,1901,750,1587,754,11888,1508
112239,1/10/2022,1:40:00,1784,746,1901,750,1587,752,11902,1508
112240,1/10/2022,1:50:06,1785,746,1901,748,1588,755,11915,1508
112241,1/10/2022,2:10:01,1785,746,1900,751,1588,756,11927,1508
112242,1/10/2022,2:20:00,1784,746,1899,750,1591,755,11932,1508
112243,1/10/2022,2:40:05,1787,746,1900,750,1591,754,11928,1509
112244,1/10/2022,2:50:09,1785,746,1901,748,1591,752,11919,1509
112245,1/10/2022,3:10:01,1784,746,1901,748,1592,753,11930,1511
112246,1/10/2022,3:20:00,1784,746,1901,751,1592,753,11898,1509
112247,1/10/2022,3:40:00,1784,746,1899,749,1592,753,11929,1512
112248,1/10/2022,3:50:08,1784,746,1900,747,1593,754,11920,1513
112249,1/10/2022,4:20:00,1785,746,1901,748,1595,752,11893,1513
112250,1/10/2022,4:50:00,1787,746,1900,751,1596,756,11937,1513
112251,1/10/2022,5:10:01,1784,746,1900,750,1596,753,11915,1513
112252,1/10/2022,5:20:09,1784,746,1900,748,1596,754,11903,1513
112253,1/10/2022,5:50:01,1786,746,1898,749,1599,755,11890,1516
112254,1/10/2022,6:10:01,1788,746,1900,751,1598,756,11900,1515
112255,1/10/2022,6:20:00,1786,746,1901,748,1600,754,11913,1515
112256,1/10/2022,6:40:03,1784,746,1898,747,1599,753,11913,1517
112257,1/10/2022,6:50:01,1784,744,1899,749,1601,752,11936,1518
112258,1/10/2022,7:10:02,1786,746,1899,748,1601,756,11894,1518
112259,1/10/2022,7:20:09,1788,746,1897,747,1601,755,11901,1518
112260,1/10/2022,7:40:00,1785,744,1901,749,1597,752,11891,1514
112261,1/10/2022,8:20:00,1785,745,1901,748,1588,752,11915,1504
112262,1/10/2022,8:40:00,1788,746,1899,747,1583,750,11901,1499
112263,1/10/2022,8:50:00,1787,746,1897,747,1578,755,11900,1499
112264,1/10/2022,9:10:01,1788,743,1900,747,1573,752,11897,1491
112265,1/10/2022,9:20:01,1787,746,1899,747,1568,754,11940,1489
112266,1/10/2022,9:30:18,0,0,0,0,0,0,0,0
112267,1/10/2022,9:40:01,1788,743,1898,747,1563,756,11934,1484
112268,1/10/2022,9:50:01,1788,742,1901,747,1562,755,11938,1484
112269,1/10/2022,10:10:00,1788,745,1901,747,1559,752,11927,1484
112270,1/10/2022,10:20:01,1788,744,1901,747,1561,753,11928,1480
112271,1/10/2022,10:30:27,0,0,0,0,0,0,0,0
112272,1/10/2022,10:40:00,1788,746,1901,747,1558,753,11900,1479
112273,1/10/2022,10:50:01,1788,744,1901,747,1558,752,11928,1479
112274,1/10/2022,11:10:00,1789,743,1901,747,1554,752,11939,1478
112275,1/10/2022,11:20:00,1789,744,1901,747,1553,755,11914,1477
112276,1/10/2022,11:40:00,1790,744,1901,747,1554,752,11942,1478
112277,1/10/2022,11:50:01,1793,742,1901,747,1553,752,11955,1478
112278,1/10/2022,12:00:27,0,0,0,0,0,0,0,0
112279,1/10/2022,12:10:01,1793,742,1903,747,1552,750,11943,1478
112280,1/10/2022,12:20:02,1793,744,1902,747,1552,753,11993,1478
112281,1/10/2022,12:30:18,0,0,0,0,0,0,0,0
112282,1/10/2022,12:40:00,1793,742,1905,747,1552,752,11972,1476
112283,1/10/2022,12:50:00,1793,742,1905,747,1555,752,11949,1478
112284,1/10/2022,13:00:28,0,0,0,0,0,0,0,0
112285,1/10/2022,13:10:04,1794,742,1904,747,1553,752,11942,1476
112286,1/10/2022,13:20:00,1796,742,1906,747,1550,752,11942,1475
112287,1/10/2022,13:30:29,0,0,0,0,0,0,0,0
112288,1/10/2022,13:40:01,1796,742,1906,747,1548,752,11942,1475
112289,1/10/2022,13:50:00,1797,742,1904,747,1552,752,11942,1469
112290,1/10/2022,14:00:12,0,0,0,0,0,0,0,0
112291,1/10/2022,14:10:00,1796,742,1906,747,1561,753,11942,1469
112292,1/10/2022,14:20:01,1798,742,1906,747,1562,752,11942,1465
112293,1/10/2022,14:30:25,0,0,0,0,0,0,0,0
112294,1/10/2022,14:40:05,1796,742,1906,747,1563,749,11942,1458
112295,1/10/2022,14:50:02,1796,742,1906,747,1562,752,11942,1458
112296,1/10/2022,15:00:00,1798,742,1906,747,1558,752,11942,1463
112297,1/10/2022,15:10:00,1797,742,1906,747,1558,754,11949,1471
112298,1/10/2022,15:20:01,1798,742,1906,747,1558,752,11959,1474
112299,1/10/2022,15:30:00,1798,742,1907,747,1558,752,11985,1475
112300,1/10/2022,15:40:00,1798,742,1907,747,1558,752,11962,1475
112301,1/10/2022,15:50:00,1798,742,1910,747,1554,753,11957,1478
112302,1/10/2022,16:00:28,0,0,0,0,0,0,0,0
112303,1/10/2022,16:10:05,1798,742,1908,747,1553,750,11970,1478
112304,1/10/2022,16:20:00,1798,742,1909,747,1557,754,11949,1481
112305,1/10/2022,16:30:27,0,0,0,0,0,0,0,0
112306,1/10/2022,16:40:04,1798,742,1910,747,1558,754,11943,1483
112307,1/10/2022,16:50:00,1798,742,1911,747,1562,754,11942,1488
112308,1/10/2022,17:00:19,0,0,0,0,0,0,0,0
112309,1/10/2022,17:10:06,1798,742,1908,747,1562,753,11938,1492
112310,1/10/2022,17:20:00,1798,742,1911,747,1563,751,11941,0
112311,1/10/2022,17:30:11,0,0,0,0,0,0,0,0
112312,1/10/2022,17:40:03,1798,742,1911,747,1563,753,11940,1496
112313,1/10/2022,17:50:01,1798,742,1911,747,1566,752,11934,1498
112314,1/10/2022,18:00:25,0,0,0,0,0,0,0,0
112315,1/10/2022,18:10:07,1798,742,1910,747,1568,751,11934,1500
112316,1/10/2022,18:20:01,1798,742,1910,747,1568,751,11898,1503
112317,1/10/2022,18:50:00,1799,743,1910,747,1572,752,11904,1508
112318,1/10/2022,19:00:30,0,0,0,0,0,0,0,0
112319,1/10/2022,19:10:00,1803,743,1911,747,1577,753,11902,1509
112320,1/10/2022,19:20:01,1801,742,1911,747,1575,752,11909,1509
112321,1/10/2022,19:30:27,0,0,0,0,0,0,0,0
112322,1/10/2022,19:40:10,1800,742,1911,747,1573,752,11902,1511
112323,1/10/2022,19:50:01,1799,742,1911,747,1574,752,11931,1513
112324,1/10/2022,20:00:28,0,0,0,0,0,0,0,0
112325,1/10/2022,20:10:03,1803,746,1911,747,1577,752,11924,1513
112326,1/10/2022,20:30:27,0,0,0,0,0,0,0,0
112327,1/10/2022,20:50:00,1802,744,1911,747,1577,752,11936,1513
112328,1/10/2022,21:00:26,0,0,0,0,0,0,0,0
112329,1/10/2022,21:10:04,1803,745,1911,747,1578,749,11916,1513
112330,1/10/2022,21:20:03,1803,744,1911,747,1579,751,11893,1513
112331,1/10/2022,21:40:01,1803,746,1911,747,1581,752,11919,1514
112332,1/10/2022,21:50:00,1803,746,1911,747,1581,751,11924,1518
112333,1/10/2022,22:00:19,0,0,0,0,0,0,0,0
112334,1/10/2022,22:10:00,1803,743,1911,747,1582,755,11938,1518
112335,1/10/2022,22:20:00,1803,742,1911,747,1582,753,11906,1517
112336,1/10/2022,22:30:17,0,0,0,0,0,0,0,0
112337,1/10/2022,22:50:00,1803,746,1911,747,1582,751,11914,1518
112338,1/10/2022,23:00:27,0,0,0,0,0,0,0,0
112339,1/10/2022,23:10:06,1804,746,1911,747,1582,754,11933,1518
112340,1/10/2022,23:20:01,1804,746,1911,747,1582,756,11902,1518
112341,1/10/2022,23:30:20,0,0,0,0,0,0,0,0
112342,1/10/2022,23:40:00,1804,746,1911,747,1582,752,11911,1518
112343,1/10/2022,23:50:00,1804,746,1911,747,1582,755,11888,1518
112344,1/11/2022,0:00:20,1806,746,1911,747,1583,754,11936,1518
112345,1/11/2022,0:10:03,1807,746,1911,747,1584,753,11923,1518
112346,1/11/2022,0:20:06,1806,746,1911,747,1583,756,11914,1518
112347,1/11/2022,0:30:19,0,0,0,0,0,0,0,0
112348,1/11/2022,0:40:00,1804,746,1911,747,1587,752,11900,1518
112349,1/11/2022,0:50:00,1808,746,1911,747,1587,752,11926,1518
112350,1/11/2022,1:00:20,0,0,0,0,0,0,0,0
112351,1/11/2022,1:10:00,1808,744,1911,747,1588,755,11896,1519
112352,1/11/2022,1:20:00,1806,746,1911,747,1588,752,11940,1522
112353,1/11/2022,1:30:21,0,0,0,0,0,0,0,0
112354,1/11/2022,1:40:00,1807,746,1911,748,1591,754,11912,1523
112355,1/11/2022,1:50:00,1805,746,1911,747,1588,755,11938,1522
112356,1/11/2022,2:00:16,0,0,0,0,0,0,0,0
112357,1/11/2022,2:10:00,1808,746,1911,749,1592,752,11913,1523
112358,1/11/2022,2:20:04,1808,746,1911,747,1592,753,11904,1521
112359,1/11/2022,2:40:04,1808,746,1911,747,1592,752,11926,1523
112360,1/11/2022,2:50:00,1808,746,1911,749,1592,755,11924,1523
112361,1/11/2022,3:00:27,0,0,0,0,0,0,0,0
112362,1/11/2022,3:10:01,1808,746,1911,747,1592,753,11915,1523
112363,1/11/2022,3:20:06,1807,746,1911,747,1592,752,11906,1523
112364,1/11/2022,3:30:21,0,0,0,0,0,0,0,0
112365,1/11/2022,3:40:07,1808,746,1911,747,1593,752,11891,1524
112366,1/11/2022,3:50:01,1808,745,1911,747,1593,752,11920,1524
112367,1/11/2022,4:00:27,0,0,0,0,0,0,0,0
112368,1/11/2022,4:10:01,1808,745,1911,749,1595,754,11891,1524
112369,1/11/2022,4:20:03,1808,746,1911,747,1594,752,11922,1524
112370,1/11/2022,4:30:23,0,0,0,0,0,0,0,0
112371,1/11/2022,4:40:00,1808,746,1910,747,1594,752,11898,1526
112372,1/11/2022,4:50:00,1808,746,1907,747,1596,754,11890,1524
112373,1/11/2022,5:10:00,1808,746,1910,747,1596,753,11917,1524
112374,1/11/2022,5:20:01,1808,746,1910,747,1593,750,11937,1524
112375,1/11/2022,5:30:18,0,0,0,0,0,0,0,0
112376,1/11/2022,5:40:04,1808,746,1908,747,1596,753,11918,1526
112377,1/11/2022,5:50:01,1808,746,1907,747,1596,753,11902,1525
112378,1/11/2022,6:00:25,0,0,0,0,0,0,0,0
112379,1/11/2022,6:10:00,1808,743,1907,747,1596,753,11933,1525
112380,1/11/2022,6:20:00,1808,746,1907,747,1596,755,11932,1524
112381,1/11/2022,6:30:21,0,0,0,0,0,0,0,0
112382,1/11/2022,6:40:05,1808,746,1907,747,1597,752,11915,1524
112383,1/11/2022,6:50:04,1808,744,1907,747,1599,752,11898,1526
112384,1/11/2022,7:00:19,0,0,0,0,0,0,0,0
112385,1/11/2022,7:10:00,1808,745,1907,747,1597,754,11906,1524
112386,1/11/2022,7:20:00,1808,746,1907,747,1597,755,11905,1524
112387,1/11/2022,7:30:27,0,0,0,0,0,0,0,0
112388,1/11/2022,7:40:00,1808,745,1907,747,1594,754,11907,1523
112389,1/11/2022,7:50:00,1808,746,1907,747,1596,752,11902,1522
112390,1/11/2022,8:00:27,0,0,0,0,0,0,0,0
112391,1/11/2022,8:10:01,1811,743,1907,747,1590,752,11937,1519
112392,1/11/2022,8:20:00,1809,746,1907,747,1588,752,11918,1517
112393,1/11/2022,8:30:19,0,0,0,0,0,0,0,0
112394,1/11/2022,8:40:00,1810,746,1907,747,1583,752,11919,1512
112395,1/11/2022,8:50:04,1811,742,1907,747,1578,752,11940,1506
112396,1/11/2022,9:00:25,0,0,0,0,0,0,0,0
112397,1/11/2022,9:10:10,1811,744,1908,747,1568,752,11939,1499
112398,1/11/2022,9:20:01,1812,745,1911,747,1568,753,11914,1499
112399,1/11/2022,9:30:27,0,0,0,0,0,0,0,0
112400,1/11/2022,9:40:01,1813,744,1907,747,1558,753,11913,1492
112401,1/11/2022,9:50:00,1813,745,1909,747,1557,752,11938,1493
112402,1/11/2022,10:00:25,0,0,0,0,0,0,0,0
112403,1/11/2022,10:10:03,1813,743,1911,747,1557,753,11938,1492
112404,1/11/2022,10:20:00,1813,745,1911,747,1557,754,11927,1493
112405,1/11/2022,10:30:27,0,0,0,0,0,0,0,0
112406,1/11/2022,10:40:00,1813,743,1911,747,1556,751,11929,1489
112407,1/11/2022,10:50:01,1813,742,1911,747,1553,752,11935,1489
112408,1/11/2022,11:00:28,0,0,0,0,0,0,0,0
112409,1/11/2022,11:10:00,1813,744,1911,747,1553,752,11934,1488
112410,1/11/2022,11:20:00,1813,745,1911,747,1551,754,11941,0
112411,1/11/2022,11:30:26,0,0,0,0,0,0,0,0
112412,1/11/2022,11:40:00,1818,746,1911,747,1552,749,11942,1488
112413,1/11/2022,11:50:00,1818,743,1912,747,1553,752,11948,1488
112414,1/11/2022,12:00:26,0,0,0,0,0,0,0,0
112415,1/11/2022,12:10:00,1818,742,1915,747,1552,754,11983,1484
112416,1/11/2022,12:20:00,1818,745,1916,747,1548,754,11987,1484
112417,1/11/2022,12:30:28,0,0,0,0,0,0,0,0
112418,1/11/2022,12:40:03,1818,744,1916,747,1553,752,11946,1483
