id,date,time,A,B,C,D,E,F,G,H
112805,1/15/2022,11:50:00,1813,742,1946,747,1573,752,11959,1521
112806,1/15/2022,12:20:07,1818,742,1946,747,1572,752,11942,1518
112807,1/15/2022,12:40:01,1818,742,1948,747,1567,753,11958,1518
112808,1/15/2022,12:50:01,1818,742,1951,747,1568,751,11948,1516
112809,1/15/2022,13:10:00,1818,742,1948,747,1572,750,11942,1518
112810,1/15/2022,13:20:01,1815,742,1950,747,1572,751,11942,1518
112811,1/15/2022,13:40:00,1818,742,1951,747,1569,751,11942,1515
112812,1/15/2022,13:50:00,1818,742,1951,746,1568,751,11942,1511
112813,1/15/2022,14:10:00,1818,742,1951,744,1573,751,11942,1509
112814,1/15/2022,14:20:09,1818,742,1951,746,1577,751,11942,1509
112815,1/15/2022,14:40:00,1818,742,1951,746,1582,751,11948,1503
112816,1/15/2022,14:50:00,1822,742,1952,746,1583,751,11969,1503
112817,1/15/2022,15:10:06,1819,742,1953,746,1583,751,11942,1516
112818,1/15/2022,15:40:00,1822,742,1955,746,1583,752,11954,1523
112819,1/15/2022,15:50:00,1823,742,1955,746,1583,751,11961,1526
112820,1/15/2022,16:20:00,1823,742,1955,745,1587,751,11960,1532
112821,1/15/2022,16:40:01,1823,742,1955,746,1587,751,11943,1535
112822,1/15/2022,16:50:00,1823,742,1960,744,1591,751,11942,1537
112823,1/15/2022,17:10:00,1823,742,1959,746,1589,751,11928,1542
112824,1/15/2022,17:20:00,1823,742,1959,746,1589,751,11941,0
112825,1/15/2022,17:40:01,1828,742,1959,746,1592,751,11900,1547
112826,1/15/2022,17:50:00,1824,742,1956,746,1592,750,11940,1547
112827,1/15/2022,18:20:00,1824,742,1956,746,1595,749,11936,1556
112828,1/15/2022,18:40:00,1824,742,1959,746,1596,751,11921,1557
112829,1/15/2022,18:50:00,1827,742,1957,744,1596,750,11940,1559
112830,1/15/2022,19:00:19,0,0,0,0,0,0,0,0
112831,1/15/2022,19:10:01,0,0,0,0,0,0,0,0
112832,1/15/2022,19:20:05,1824,742,1960,746,1601,751,11928,1562
112833,1/15/2022,19:40:01,1828,742,1960,746,1601,751,11901,1562
112834,1/15/2022,19:50:00,1828,742,1960,746,1601,751,11891,1563
112835,1/15/2022,20:10:04,1828,742,1960,746,1601,751,11922,1567
112836,1/15/2022,20:20:08,1828,742,1959,746,1601,750,11930,1567
112837,1/15/2022,20:40:00,1828,742,1960,746,1602,751,11916,1567
112838,1/15/2022,20:50:06,1828,742,1959,746,1601,750,11917,1567
112839,1/15/2022,21:10:01,1828,743,1958,746,1602,751,11914,1567
112840,1/15/2022,21:20:00,1828,742,1960,746,1606,751,11904,1570
112841,1/15/2022,21:40:00,1829,742,1956,746,1606,749,11920,1572
112842,1/15/2022,21:50:00,1829,745,1960,746,1605,751,11912,1570
112843,1/15/2022,22:20:01,1830,742,1960,746,1606,752,11909,1570
112844,1/15/2022,22:40:02,1833,743,1960,746,1606,752,11907,1572
112845,1/15/2022,22:50:06,1831,743,1960,746,1606,751,11939,1572
112846,1/15/2022,23:10:01,1830,744,1960,746,1606,755,11912,1570
112847,1/15/2022,23:20:00,1833,745,1960,746,1606,752,11914,1571
112848,1/15/2022,23:40:04,1833,745,1960,746,1610,752,11904,1569
112849,1/15/2022,23:50:00,1833,745,1960,746,1609,753,11897,1570
